"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"1742",880,"Rumex conglomeratus",NA,"Rumex",2,"Rumex conglomeratus","Murray","Rumex",2,"kew-2424254",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Rumex conglomeratus",NA
"2011",887,"Trifolium medium",NA,"Trifolium",2,"Trifolium medium","L.","Trifolium",2,"ild-9039",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium medium",NA
"1028",889,"Hottonia palustris",NA,"Hottonia",2,"Hottonia palustris","L.","Hottonia",2,"kew-2853838",1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Hottonia palustris",NA
"341",891,"Callitriche palustris",NA,"Callitriche",2,"Callitriche palustris","L.","Callitriche",2,"kew-31649",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Callitriche palustris",NA
"1983",893,"Torilis japonica",NA,"Torilis",2,"Torilis japonica","(Houtt.) DC.","Torilis",2,"kew-2438341",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Torilis japonica",NA
"1623",900,"Pulicaria dysenterica",NA,"Pulicaria",2,"Pulicaria dysenterica","(L.) Gaertn.","Pulicaria",2,"gcc-112339",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Pulicaria dysenterica",NA
"52",901,"Alisma plantago-aquatica",NA,"Alisma",2,"Alisma plantago-aquatica","L.","Alisma",2,"kew-294841",1,FALSE,0.8,0,NA,NA,NA,NA,"Alismataceae",NA,"Alisma plantago-aquatica",NA
"51",902,"Alisma lanceolatum",NA,"Alisma",2,"Alisma lanceolatum","With.","Alisma",2,"kew-294813",1,FALSE,0.8,0,NA,NA,NA,NA,"Alismataceae",NA,"Alisma lanceolatum",NA
"734",905,"Echinochloa crus-galli",NA,"Echinochloa",2,"Echinochloa crus-galli","(L.) P.Beauv.","Echinochloa",2,"kew-410191",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Echinochloa crus-galli",NA
"389",906,"Carex distans",NA,"Carex",2,"Carex distans","L.","Carex",2,"kew-226085",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex distans",NA
"26",907,"Aethusa cynapium",NA,"Aethusa",2,"Aethusa cynapium","L.","Aethusa",2,"kew-2624785",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Aethusa cynapium",NA
"1238",908,"Lysimachia vulgaris",NA,"Lysimachia",2,"Lysimachia vulgaris","L.","Lysimachia",2,"kew-2492070",1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia vulgaris",NA
"946",909,"Geranium pusillum",NA,"Geranium",2,"Geranium pusillum","L.","Geranium",2,"kew-2823887",1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Geranium pusillum",NA
"1215",911,"Lotus pedunculatus",NA,"Lotus",2,"Lotus pedunculatus","Cav.","Lotus",2,"ild-7307",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Lotus pedunculatus",NA
"1760",912,"Sagittaria sagittifolia",NA,"Sagittaria",2,"Sagittaria sagittifolia","L.","Sagittaria",2,"kew-287474",1,FALSE,0.8,0,NA,NA,NA,NA,"Alismataceae",NA,"Sagittaria sagittifolia",NA
"1090",913,"Juncus inflexus",NA,"Juncus",2,"Juncus inflexus","L.","Juncus",2,"kew-315191",1,FALSE,0.8,0,NA,NA,NA,NA,"Juncaceae",NA,"Juncus inflexus",NA
"327",914,"Butomus umbellatus",NA,"Butomus",2,"Butomus umbellatus","L.","Butomus",2,"kew-301538",1,FALSE,0.8,0,NA,NA,NA,NA,"Butomaceae",NA,"Butomus umbellatus",NA
"256",922,"Baldellia ranunculoides",NA,"Baldellia",2,"Baldellia ranunculoides","(L.) Parl.","Baldellia",2,"kew-300116",1,FALSE,0.8,0,NA,NA,NA,NA,"Alismataceae",NA,"Baldellia ranunculoides",NA
"1912",926,"Sparganium erectum",NA,"Sparganium",2,"Sparganium erectum","L.","Sparganium",2,"kew-266057",1,FALSE,0.8,0,NA,NA,NA,NA,"Typhaceae",NA,"Sparganium erectum",NA
"275",928,"Bidens frondosa",NA,"Bidens",2,"Bidens frondosa","Buch.-Ham. ex Hook.f.","Bidens",2,"gcc-16325",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Bidens frondosa","Multiple results"
"1716",929,"Rubus caesius",NA,"Rubus",2,"Rubus caesius","Bojer","Rubus",2,"rjp-52201",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Rubus caesius","Multiple results"
"12",930,"Achillea millefolium",NA,"Achillea",2,"Achillea millefolium","L.","Achillea",2,"gcc-140712",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Achillea millefolium",NA
"1977",931,"Tilia platyphyllos",NA,"Tilia",2,"Tilia platyphyllos","Scop.","Tilia",2,"kew-2517523",1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Tilia platyphyllos",NA
"381",932,"Carex acutiformis",NA,"Carex",2,"Carex acutiformis","Ehrh.","Carex",2,"kew-224284",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex acutiformis",NA
"967",934,"Glyceria maxima",NA,"Glyceria",2,"Glyceria maxima","(Hartm.) Holmb.","Glyceria",2,"kew-417855",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Glyceria maxima",NA
"2059",938,"Valerianella carinata",NA,"Valerianella",2,"Valerianella carinata","Loisel.","Valerianella",2,"kew-2463573",1,FALSE,0.8,0,NA,NA,NA,NA,"Caprifoliaceae",NA,"Valerianella carinata",NA
"1344",940,"Nymphaea alba",NA,"Nymphaea",2,"Nymphaea alba","L.","Nymphaea",2,"kew-2383355",1,FALSE,0.8,0,NA,NA,NA,NA,"Nymphaeaceae",NA,"Nymphaea alba",NA
"1287",941,"Mentha pulegium",NA,"Mentha",2,"Mentha pulegium","L.","Mentha",2,"kew-125243",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Mentha pulegium",NA
"634",942,"Cruciata laevipes",NA,"Cruciata",2,"Cruciata laevipes","Opiz","Cruciata",2,"kew-51752",1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Cruciata laevipes",NA
"83",943,"Allium vineale",NA,"Allium",2,"Allium vineale","L.","Allium",2,"kew-296924",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium vineale",NA
"1846",944,"Setaria italica",NA,"Setaria",2,"Setaria italica","(L.) P.Beauv.","Setaria",2,"kew-442451",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Setaria italica",NA
"2042",946,"Typha latifolia",NA,"Typha",2,"Typha latifolia","L.","Typha",2,"kew-271005",1,FALSE,0.8,0,NA,NA,NA,NA,"Typhaceae",NA,"Typha latifolia",NA
"160",947,"Anthemis arvensis",NA,"Anthemis",2,"Anthemis arvensis","L.","Anthemis",2,"gcc-110396",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Anthemis arvensis",NA
"1077",959,"Jasione montana",NA,"Jasione",2,"Jasione montana","L.","Jasione",2,"kew-351797",1,FALSE,0.8,0,NA,NA,NA,NA,"Campanulaceae",NA,"Jasione montana",NA
"453",960,"Carex sylvatica",NA,"Carex",2,"Carex sylvatica","Huds.","Carex",2,"kew-231389",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex sylvatica",NA
"2098",962,"Vicia cracca",NA,"Vicia",2,"Vicia cracca","L.","Vicia",2,"ild-9103",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Vicia cracca",NA
"457",967,"Carlina acaulis",NA,"Carlina",2,"Carlina acaulis","Stokes","Carlina",2,"gcc-88485",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Carlina acaulis","Multiple results"
"2054",969,"Urtica urens",NA,"Urtica",2,"Urtica urens","L.","Urtica",2,"kew-2449000",1,FALSE,0.8,0,NA,NA,NA,NA,"Urticaceae",NA,"Urtica urens",NA
"497",970,"Cerastium glomeratum",NA,"Cerastium",2,"Cerastium glomeratum","Thuill.","Cerastium",2,"kew-2710370",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Cerastium glomeratum",NA
"819",971,"Euphorbia esula",NA,"Euphorbia",2,"Euphorbia esula","L.","Euphorbia",2,"kew-79567",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia esula",NA
"175",973,"Antirrhinum majus",NA,"Antirrhinum",2,"Antirrhinum majus","L.","Antirrhinum",2,"kew-2642724",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Antirrhinum majus",NA
"1239",975,"Lythrum hyssopifolia",NA,"Lythrum",2,"Lythrum hyssopifolia","L.","Lythrum",2,"kew-2354167",1,FALSE,0.8,0,NA,NA,NA,NA,"Lythraceae",NA,"Lythrum hyssopifolia",NA
"1821",979,"Sedum sexangulare",NA,"Sedum",2,"Sedum sexangulare","L.","Sedum",2,"kew-2484527",1,FALSE,0.8,0,NA,NA,NA,NA,"Crassulaceae",NA,"Sedum sexangulare",NA
"521",982,"Chaerophyllum bulbosum",NA,"Chaerophyllum",2,"Chaerophyllum bulbosum","L.","Chaerophyllum",2,"kew-2714191",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Chaerophyllum bulbosum",NA
"1749",983,"Rumex sanguineus",NA,"Rumex",2,"Rumex sanguineus","L.","Rumex",2,"kew-2424767",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Rumex sanguineus",NA
"1744",984,"Rumex maritimus",NA,"Rumex",2,"Rumex maritimus","L.","Rumex",2,"kew-2424694",1,FALSE,0.8,0,NA,NA,NA,NA,"Polygonaceae",NA,"Rumex maritimus",NA
"72",987,"Allium sphaerocephalon",NA,"Allium",2,"Allium sphaerocephalon","L.","Allium",2,"kew-296631",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaryllidaceae",NA,"Allium sphaerocephalon",NA
"1936",988,"Suaeda maritima",NA,"Suaeda",2,"Suaeda maritima","(L.) Dumort.","Suaeda",2,"kew-2484020",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaranthaceae",NA,"Suaeda maritima",NA
"1151",996,"Legousia speculum-veneris",NA,"Legousia",2,"Legousia speculum-veneris","(L.) Durande ex Vill.","Legousia",2,"kew-358587",1,FALSE,0.8,0,NA,NA,NA,NA,"Campanulaceae",NA,"Legousia speculum-veneris",NA
"1916",997,"Spergularia rubra",NA,"Spergularia",2,"Spergularia rubra","(L.) J.Presl & C.Presl","Spergularia",2,"kew-2482087",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Spergularia rubra",NA
"776",998,"Eragrostis minor",NA,"Eragrostis",2,"Eragrostis minor","Host","Eragrostis",2,"kew-412851",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Eragrostis minor",NA
"504",1009,"Cerastium pumilum",NA,"Cerastium",2,"Cerastium pumilum","Curtis","Cerastium",2,"kew-2710761",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Cerastium pumilum",NA
"206",1013,"Artemisia absinthium",NA,"Artemisia",2,"Artemisia absinthium","L.","Artemisia",2,"gcc-95372",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Artemisia absinthium",NA
"1309",1019,"Muscari botryoides",NA,"Muscari",2,"Muscari botryoides","(L.) Mill.","Muscari",2,"kew-281677",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Muscari botryoides",NA
"1670",1033,"Reseda luteola",NA,"Reseda",2,"Reseda luteola","L.","Reseda",2,"kew-2526079",1,FALSE,0.8,0,NA,NA,NA,NA,"Resedaceae",NA,"Reseda luteola",NA
"1868",1035,"Silene otites",NA,"Silene",2,"Silene otites","(L.) Wibel","Silene",2,"kew-2488569",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Silene otites",NA
"130",1043,"Ammi majus",NA,"Ammi",2,"Ammi majus","L.","Ammi",2,"kew-2633874",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Ammi majus",NA
"2005",1046,"Trifolium dubium",NA,"Trifolium",2,"Trifolium dubium","Sibth.","Trifolium",2,"ild-8072",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium dubium",NA
"1785",1054,"Sanicula europaea",NA,"Sanicula",2,"Sanicula europaea","L.","Sanicula",2,"kew-2480274",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Sanicula europaea",NA
"1666",1058,"Rapistrum rugosum",NA,"Rapistrum",2,"Rapistrum rugosum","(L.) All.","Rapistrum",2,"kew-2422602",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Rapistrum rugosum",NA
"1804",1060,"Scleranthus annuus",NA,"Scleranthus",2,"Scleranthus annuus","L.","Scleranthus",2,"kew-2490367",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Scleranthus annuus",NA
"2090",1061,"Veronica polita",NA,"Veronica",2,"Veronica polita","Fr.","Veronica",2,"kew-2463009",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Veronica polita",NA
"2062",1067,"Valerianella locusta",NA,"Valerianella",2,"Valerianella locusta","(L.) Laterr.","Valerianella",2,"kew-2463641",1,FALSE,0.8,0,NA,NA,NA,NA,"Caprifoliaceae",NA,"Valerianella locusta",NA
"44",1068,"Aira caryophyllea",NA,"Aira",2,"Aira caryophyllea","L.","Aira",2,"kew-390804",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Aira caryophyllea",NA
"1285",1071,"Mentha longifolia",NA,"Mentha",2,"Mentha longifolia","(L.) L.","Mentha",2,"kew-124916",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Mentha longifolia",NA
"1759",1072,"Sagina procumbens",NA,"Sagina",2,"Sagina procumbens","L.","Sagina",2,"kew-2485289",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Sagina procumbens",NA
"193",1077,"Arctium lappa",NA,"Arctium",2,"Arctium lappa","L.","Arctium",2,"gcc-52146",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Arctium lappa",NA
"2058",1083,"Valeriana officinalis",NA,"Valeriana",2,"Valeriana officinalis","L.","Valeriana",2,"kew-2464616",1,FALSE,0.8,0,NA,NA,NA,NA,"Caprifoliaceae",NA,"Valeriana officinalis",NA
"1291",1094,"Menyanthes trifoliata",NA,"Menyanthes",2,"Menyanthes trifoliata","L.","Menyanthes",2,"kew-2505977",1,FALSE,0.8,0,NA,NA,NA,NA,"Menyanthaceae",NA,"Menyanthes trifoliata",NA
"1891",1095,"Solidago virgaurea",NA,"Solidago",2,"Solidago virgaurea","L.","Solidago",2,"gcc-44550",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Solidago virgaurea","Multiple results"
"2127",1102,"Viola tricolor",NA,"Viola",2,"Viola tricolor","L.","Viola",2,"kew-2461201",1,FALSE,0.8,0,NA,NA,NA,NA,"Violaceae",NA,"Viola tricolor",NA
"1442",1109,"Paris quadrifolia",NA,"Paris",2,"Paris quadrifolia","L.","Paris",2,"kew-283886",1,FALSE,0.8,0,NA,NA,NA,NA,"Melanthiaceae",NA,"Paris quadrifolia",NA
"463",1110,"Carthamus tinctorius",NA,"Carthamus",2,"Carthamus tinctorius","L.","Carthamus",2,"gcc-123195",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Carthamus tinctorius",NA
"1269",1112,"Melica ciliata",NA,"Melica",2,"Melica ciliata","L.","Melica",2,"kew-423496",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Melica ciliata",NA
"169",1113,"Anthericum liliago",NA,"Anthericum",2,"Anthericum liliago","L.","Anthericum",2,"kew-299496",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Anthericum liliago",NA
"376",1118,"Carduus nutans",NA,"Carduus",2,"Carduus nutans","L.","Carduus",2,"gcc-41225",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Carduus nutans",NA
"1388",1122,"Orchis militaris",NA,"Orchis",2,"Orchis militaris","L.","Orchis",2,"kew-142900",1,FALSE,0.8,0,NA,NA,NA,NA,"Orchidaceae",NA,"Orchis militaris",NA
"678",1125,"Daphne mezereum",NA,"Daphne",2,"Daphne mezereum","L.","Daphne",2,"kew-2757105",1,FALSE,0.8,0,NA,NA,NA,NA,"Thymelaeaceae",NA,"Daphne mezereum",NA
"1994",1129,"Tragopogon pratensis",NA,"Tragopogon",2,"Tragopogon pratensis","L.","Tragopogon",2,"gcc-36930",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Tragopogon pratensis",NA
"1948",1130,"Tanacetum corymbosum",NA,"Tanacetum",2,"Tanacetum corymbosum","(L.) Sch.Bip.","Tanacetum",2,"gcc-103006",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Tanacetum corymbosum",NA
"259",1131,"Barbarea vulgaris",NA,"Barbarea",2,"Barbarea vulgaris","R.Br.","Barbarea",2,"kew-2669712",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Barbarea vulgaris",NA
"1518",1135,"Pinus sylvestris",NA,"Pinus",2,"Pinus sylvestris","L.","Pinus",2,"kew-2562297",1,FALSE,0.8,0,NA,NA,NA,NA,"Pinaceae",NA,"Pinus sylvestris",NA
"879",1136,"Frangula alnus",NA,"Frangula",2,"Frangula alnus","Mill.","Frangula",2,"kew-2814031",1,FALSE,0.8,0,NA,NA,NA,NA,"Rhamnaceae",NA,"Frangula alnus",NA
"359",1137,"Cannabis sativa",NA,"Cannabis",2,"Cannabis sativa","L.","Cannabis",2,"kew-2696480",1,FALSE,0.8,0,NA,NA,NA,NA,"Cannabaceae",NA,"Cannabis sativa",NA
"431",1139,"Carex punctata",NA,"Carex",2,"Carex punctata","Gaudin","Carex",2,"kew-230134",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex punctata",NA
"369",1148,"Cardamine heptaphylla",NA,"Cardamine",2,"Cardamine heptaphylla","(Vill.) O.E.Schulz","Cardamine",2,"kew-2699838",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Cardamine heptaphylla",NA
"1592",1149,"Primula veris",NA,"Primula",2,"Primula veris","L.","Primula",2,"kew-2563733",1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Primula veris",NA
"1177",1151,"Lilium bulbiferum",NA,"Lilium",2,"Lilium bulbiferum","L.","Lilium",2,"kew-280683",1,FALSE,0.8,0,NA,NA,NA,NA,"Liliaceae",NA,"Lilium bulbiferum",NA
"1949",1152,"Tanacetum parthenium",NA,"Tanacetum",2,"Tanacetum parthenium","(L.) Sch.Bip.","Tanacetum",2,"gcc-36373",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Tanacetum parthenium",NA
"2034",1154,"Trollius europaeus",NA,"Trollius",2,"Trollius europaeus","L.","Trollius",2,"kew-2514617",1,FALSE,0.8,0,NA,NA,NA,NA,"Ranunculaceae",NA,"Trollius europaeus",NA
"1950",1157,"Tanacetum vulgare",NA,"Tanacetum",2,"Tanacetum vulgare","L.","Tanacetum",2,"gcc-76001",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Tanacetum vulgare",NA
"478",1158,"Centaurea nigra",NA,"Centaurea",2,"Centaurea nigra","frivald. ex Boiss.","Centaurea",2,"gcc-1557",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Centaurea nigra","Multiple results"
"1475",1159,"Petrorhagia prolifera",NA,"Petrorhagia",2,"Petrorhagia prolifera","(L.) P.W.Ball & Heywood","Petrorhagia",2,"kew-2409389",1,FALSE,0.8,0,NA,NA,NA,NA,"Caryophyllaceae",NA,"Petrorhagia prolifera",NA
"1469",1162,"Petasites albus",NA,"Petasites",2,"Petasites albus","(L.) Gaertn.","Petasites",2,"gcc-79731",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Petasites albus",NA
"1768",1165,"Salix cinerea",NA,"Salix",2,"Salix cinerea","L.","Salix",2,"kew-5001635",1,FALSE,0.8,0,NA,NA,NA,NA,"Salicaceae",NA,"Salix cinerea",NA
"2041",1167,"Typha angustifolia",NA,"Typha",2,"Typha angustifolia","L.","Typha",2,"kew-270931",1,FALSE,0.8,0,NA,NA,NA,NA,"Typhaceae",NA,"Typha angustifolia",NA
"522",1172,"Chaerophyllum temulum",NA,"Chaerophyllum",2,"Chaerophyllum temulum","L.","Chaerophyllum",2,"kew-2714333",1,FALSE,0.8,0,NA,NA,NA,NA,"Apiaceae",NA,"Chaerophyllum temulum",NA
"1470",1173,"Petasites hybridus",NA,"Petasites",2,"Petasites hybridus","""(L.) """"G.Gaertn., B.Mey. & Scherb.""""""","Petasites",2,"gcc-143847",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Petasites hybridus",NA
"2068",1176,"Verbascum densiflorum",NA,"Verbascum",2,"Verbascum densiflorum","Bertol.","Verbascum",2,"kew-2454940",1,FALSE,0.8,0,NA,NA,NA,NA,"Scrophulariaceae",NA,"Verbascum densiflorum",NA
"1247",1177,"Malva alcea",NA,"Malva",2,"Malva alcea","L.","Malva",2,"kew-2503573",1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Malva alcea",NA
"1923",1185,"Stachys arvensis",NA,"Stachys",2,"Stachys arvensis","(L.) L.","Stachys",2,"kew-194811",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Stachys arvensis",NA
"329",1189,"Cakile maritima",NA,"Cakile",2,"Cakile maritima","Scop.","Cakile",2,"kew-2690424",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Cakile maritima",NA
"1812",1193,"Scutellaria galericulata",NA,"Scutellaria",2,"Scutellaria galericulata","L.","Scutellaria",2,"kew-189114",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Scutellaria galericulata",NA
"455",1195,"Carex vesicaria",NA,"Carex",2,"Carex vesicaria","L.","Carex",2,"kew-231937",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex vesicaria",NA
"399",1197,"Carex elata",NA,"Carex",2,"Carex elata","All.","Carex",2,"kew-226284",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex elata",NA
"303",1198,"Bromus commutatus",NA,"Bromus",2,"Bromus commutatus","Schrad.","Bromus",2,"kew-400856",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Bromus commutatus",NA
"442",1200,"Carex spicata",NA,"Carex",2,"Carex spicata","Huds.","Carex",2,"kew-231061",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex spicata",NA
"331",1201,"Calamagrostis epigejos",NA,"Calamagrostis",2,"Calamagrostis epigejos","(L.) Roth","Calamagrostis",2,"kew-402643",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Calamagrostis epigejos",NA
"432",1202,"Carex remota",NA,"Carex",2,"Carex remota","L.","Carex",2,"kew-230281",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex remota",NA
"1087",1203,"Juncus effusus",NA,"Juncus",2,"Juncus effusus","L.","Juncus",2,"kew-314902",1,FALSE,0.8,0,NA,NA,NA,NA,"Juncaceae",NA,"Juncus effusus",NA
"972",1204,"Gratiola officinalis",NA,"Gratiola",2,"Gratiola officinalis","L.","Gratiola",2,"kew-2831896",1,FALSE,0.8,0,NA,NA,NA,NA,"Plantaginaceae",NA,"Gratiola officinalis",NA
"917",1208,"Galium palustre",NA,"Galium",2,"Galium palustre","L.","Galium",2,"kew-87072",1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Galium palustre",NA
"380",1209,"Carex acuta",NA,"Carex",2,"Carex acuta","L.","Carex",2,"kew-224231",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Carex acuta",NA
"308",1210,"Bromus madritensis",NA,"Bromus",2,"Bromus madritensis","L.","Bromus",2,"kew-401383",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Bromus madritensis",NA
"1019",1211,"Holcus mollis",NA,"Holcus",2,"Holcus mollis","L.","Holcus",2,"kew-419058",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Holcus mollis",NA
"1317",1212,"Myosotis scorpioides",NA,"Myosotis",2,"Myosotis scorpioides","L.","Myosotis",2,"kew-2358330",1,FALSE,0.8,0,NA,NA,NA,NA,"Boraginaceae",NA,"Myosotis scorpioides",NA
"39",1214,"Agrostis canina",NA,"Agrostis",2,"Agrostis canina","L.","Agrostis",2,"kew-389335",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Agrostis canina",NA
"1315",1216,"Myosotis laxa",NA,"Myosotis",2,"Myosotis laxa","Lehm.","Myosotis",2,"kew-2358174",1,FALSE,0.8,0,NA,NA,NA,NA,"Boraginaceae",NA,"Myosotis laxa",NA
"295",1221,"Brassica nigra",NA,"Brassica",2,"Brassica nigra","(L.) K.Koch","Brassica",2,"kew-2682421",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Brassica nigra",NA
"1198",1228,"Lolium perenne",NA,"Lolium",2,"Lolium perenne","L.","Lolium",2,"kew-422848",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Lolium perenne",NA
"675",1229,"Danthonia decumbens",NA,"Danthonia",2,"Danthonia decumbens","(L.) DC.","Danthonia",2,"kew-407014",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Danthonia decumbens",NA
"1011",1231,"Hieracium sabaudum",NA,"Hieracium",2,"Hieracium sabaudum","L.","Hieracium",2,"gcc-94240",1,FALSE,0.8,0,NA,NA,NA,NA,"Compositae",NA,"Hieracium sabaudum","Multiple results"
"316",1232,"Bromus sterilis",NA,"Bromus",2,"Bromus sterilis","L.","Bromus",2,"kew-402009",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Bromus sterilis",NA
"1042",1237,"Hypericum humifusum",NA,"Hypericum",2,"Hypericum humifusum","L.","Hypericum",2,"kew-2858263",1,FALSE,0.8,0,NA,NA,NA,NA,"Hypericaceae",NA,"Hypericum humifusum",NA
"2012",1238,"Trifolium micranthum",NA,"Trifolium",2,"Trifolium micranthum","Viv.","Trifolium",2,"ild-8077",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium micranthum",NA
"2018",1241,"Trifolium rubens",NA,"Trifolium",2,"Trifolium rubens","L.","Trifolium",2,"ild-9058",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium rubens",NA
"1771",1244,"Salsola kali",NA,"Salsola",2,"Salsola kali","L.","Salsola",2,"kew-2481347",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaranthaceae",NA,"Salsola kali",NA
